self_employed_bin,family_history_bin,treatment_bin,Coping_struggles_bin,Days_Indoors_1-14 days,Days_Indoors_15-30 days,Days_Indoors_31-60 days,Days_Indoors_Go out Every day,Days_Indoors_More than 2 months,Changes_Habits_Maybe,Changes_Habits_No,Changes_Habits_Yes,Mental_Health_History_Maybe,Mental_Health_History_No,Mental_Health_History_Yes,Mood_Swings_High,Mood_Swings_Low,Mood_Swings_Medium,Work_Interest_Maybe,Work_Interest_No,Work_Interest_Yes,Social_Weakness_Maybe,Social_Weakness_No,Social_Weakness_Yes,care_options_No,care_options_Not sure,care_options_Yes
0.0,0.0,0.0,0.0,0.9220213268875896,-0.7806617455310852,1.1023130572962336,2.851630162596627,-0.5001069785574436,0.0,0.7402577957927399,-0.6298676980092406,-0.061251754373807595,0.7629323652983253,0.9777062335007337,0.0,0.0,0.07565209415174452,0.3060858675595403,-0.5550860753826237,0.304099294220916,0.1177667121703225,-0.4350559171931654,0.0,0.0,0.007856125745754929,0.0
0.0020402701274166595,0.02144314727685311,-0.021404360834914732,0.4460278441681528,0.2837264673975323,-1.0970149974188794,-1.4742141800687327,1.021382559290483,1.672602431294748,1.7932590542443945,-0.5073271185985236,-0.8794496551506708,0.6485569054989754,0.07434804193498942,-0.31642266693885085,-0.06369679579111881,-0.7758544020754774,1.2460334783620886,0.08512019297432899,-0.7208068398029749,1.042168927323676,-0.5274081491630163,1.4040219141984984,-0.47013148454036585,0.13689448523179248,0.1362844477755904,0.13330334748772593
0.0,0.0,0.0,1.2219947084958351,0.7335676746992071,-1.02425398588555,1.8775159516042557,0.10133450806326064,0.0,0.10211329413626909,-0.4665208549051399,0.2152404894916718,-0.3237929276234517,0.1119724309214472,1.1347959239625747,0.0,0.4236848961098939,-0.051148613563683866,0.22047807783326628,-0.4360079482387532,0.688667444163735,-0.4112079970734866,0.10606393565117381,0.6703606950762557,0.0,0.0,0.0
0.0,0.0,0.0,0.6862221166731427,0.26641110920725863,-0.6325184080737116,-0.21276208117961473,0.0,1.937464803980729,0.7662765564669716,-0.03662723659191058,0.24801144396978433,0.1191728524777914,0.0012712018735753466,-0.6972114339595373,0.09961868873457208,-0.07094888538265408,0.0,-0.9586520340360403,0.7242694867277842,0.0,-0.1657316414542077,0.19737821551820672,0.015631146501928168,0.0,0.05055705659630045,0.0
0.0,0.0,0.024527541302257098,0.08741147169037326,0.37087871869322964,0.0,0.5895879678420136,-0.3595201061294973,-0.15275848514795617,0.7069422727195814,-0.0390489132386245,0.22998171628584288,0.6294029543106124,0.2844179747041146,-1.1559210830163187,-0.25315273394801363,0.6382269922906362,1.432575336991777,0.12362770134795063,-0.352424082504662,0.07690308596748673,0.0,0.17675703634015422,0.0,0.0,0.010842258328368104,0.0
-0.029020073346877007,-0.0015113444487454208,0.0,-0.03013031457272392,0.16137011377592111,-0.23909259721663959,0.3212473715238419,1.9548592123181117,-0.013544746146262332,-0.7752974979770408,0.5908212742339203,0.6208150609893786,0.24824605758366136,0.09668361722602073,0.0,0.0,0.0333696082588,1.2425512051538081,0.0,0.19192235670645505,0.2057908011560263,0.3681210560179943,0.0,0.24282646407368802,0.010844964960486243,0.0,0.000453261402958538
-0.020819257392920423,-0.007326344131550629,-0.02740992196274876,-0.9851598917528762,0.2958644010908579,0.5526083240594555,-0.033842160372153804,-0.18993743110675898,-0.25941403534771473,0.32121641946816715,0.15162259483602775,-0.10755991598058812,0.28601956019613367,-0.03772420776871657,0.11698374589618628,0.0807113002076654,0.23292475772515117,0.05164304039102514,0.28845505041637676,0.011015404218369614,0.06580864368886631,0.039064880255257554,0.4641132073279339,-0.13789898925967473,0.12633246484946004,0.0977720905475504,0.14117454292661152
0.0,0.0,0.012631823408145297,-0.5988611630183981,0.43038886148140876,0.796716220574261,-0.33509013882181465,-0.30427144554719016,0.01321784123092456,-0.35939614087714855,0.38542992186535635,0.24037961592469803,-0.07443414064752375,0.7657962479463253,0.10073435574337262,0.11940308840392988,0.8898428695920324,-0.055102185087389885,-0.13488928285044346,0.018657078035843523,0.37035359888745756,0.0,0.38805188937390495,-0.008437846436795834,0.0,0.0,0.0
0.0,0.0,0.015122388255727008,0.4657880050778686,0.0,0.9401667545851571,-0.4792560273579832,-1.473738779615387,3.036362031025723,1.7037496159425518,-0.9368375654902698,0.0,-0.8295395550049051,0.04919543790250409,0.21280989153821425,-1.4250100700266528,0.0,1.3439581718270512,-0.8653012879031607,0.07758856148723924,1.1902535996971213,1.829192256921857,-0.8866802005606061,0.0,0.0,0.0,0.0023535156781522167
0.0,0.0,0.0,-0.722578130638538,-0.3303246801658425,0.10954331632346148,0.7693591077626689,-0.17822957960578584,0.29525167596677787,0.1001986222183895,0.204132455995652,0.0,0.1315710348193363,-0.43528960167329694,0.3562463620964601,0.0969484614113675,0.6573560484311086,-0.2853834202345427,0.14103095779774774,0.26016325978708493,0.0,0.0,0.08505388814366387,0.5661051847519972,0.015341052898459365,0.0,0.016137789349623864
