self_employed_bin,family_history_bin,treatment_bin,Coping_struggles_bin,Days_Indoors_1-14 days,Days_Indoors_15-30 days,Days_Indoors_31-60 days,Days_Indoors_Go out Every day,Days_Indoors_More than 2 months,Changes_Habits_Maybe,Changes_Habits_No,Changes_Habits_Yes,Mental_Health_History_Maybe,Mental_Health_History_No,Mental_Health_History_Yes,Mood_Swings_High,Mood_Swings_Low,Mood_Swings_Medium,Work_Interest_Maybe,Work_Interest_No,Work_Interest_Yes,Social_Weakness_Maybe,Social_Weakness_No,Social_Weakness_Yes,care_options_No,care_options_Not sure,care_options_Yes
0.0,-0.026162139307425746,-0.016095325042797433,-0.18970716017903488,1.3416403332393532,-0.5635970019024871,-0.2635560121292093,0.4181206957878179,-0.7500809940247506,-0.07632519953495079,1.0988039153125753,-0.3820934479568249,-0.08789204928794644,0.40716966514572134,-0.8039347174924987,1.2019968201735154,-1.025181990007236,0.0,0.0,-0.621774487292916,0.3143568650467189,-0.4161614389780459,0.0,0.02346179582220432,-0.06347294052137552,0.0,0.0
-0.0009973287027331453,-0.0171380248146684,0.0,-0.15282670239914148,-0.1399592434256236,-0.030647184976256233,-0.8774761707428723,0.661871196991244,0.30830474250694423,0.8613085204182438,0.0,-0.3626181857349339,0.30364032954639397,-0.22006319373253536,-0.3107929779026746,-0.22206220344825323,-0.4766252699661194,0.44373478687540047,-0.4140174275554307,-0.4780602783953349,0.8530158277191382,-0.5333643831760823,-0.19363466537131238,0.4041578830366403,0.008057101962196106,-0.045106843150895554,0.0
-0.056132998271253315,0.025533332471899168,-0.07655038746039083,0.27459428453817214,1.0626458032069042,-0.1693421556775062,0.24680284120851662,-0.4244509102321855,-0.8372304723525464,0.47912159953845573,-0.028581661400176345,-0.572114831985051,-0.045916656033622244,-0.018140889267279574,-0.05751734854588017,-0.15581448989988753,-0.39088587675539943,0.42512547280845997,0.07176245855042386,-0.5588591392354455,0.3655217868382814,-0.3303111099461811,-0.2218201121962271,0.4305563282956012,-0.0673952652772567,-0.01529751719608334,-0.03888211137346982
0.08782501775496276,-0.02520510701669827,0.030635023521714832,-0.1104646911425052,0.9454635731421958,-2.3911141044500024,-0.5884112547983447,0.2731928401152284,1.4751557966112814,0.13897269472713422,-0.2129332747689496,-0.2117525693378562,0.7197408848658705,-0.1775936104782149,-0.827860423767436,-0.05142146318015642,-0.4675457369798533,0.23325405078036995,-0.9676820099888208,0.8947163756365866,-0.21274751502740405,0.653124738416015,-0.45263661119315646,-0.4862012766025437,-0.09696763183199482,-0.07597325931471095,-0.11277225823298043
-0.11686753073476752,0.07411391967940671,-0.02330967525813647,0.1278685022624268,0.6295376449028238,-0.2963396291091432,0.08306229081554505,-0.4893043284877909,-0.109183938399566,0.6797181666777781,-0.14014971139596752,-0.7217964155599602,0.3096053243991845,-0.056098037579637716,-0.4357352470977123,-0.8314238207759189,0.06003441888662931,0.5891614416111209,0.06185323130689138,-0.36818901951256716,0.12410782792752532,0.25697149250632867,-0.31886844536258035,-0.12033100742189773,-0.10216698804113826,-0.02198094512232857,-0.058080027114705994
0.0,-0.008520931058248887,-0.006928137726556232,-0.29828638053249745,-0.9865158737070453,-0.7379372111726327,0.6824880719333666,-0.0793832594636795,0.3180953301165083,-0.4042655191979911,-0.02146932351094939,0.3353955317301251,0.43724108139632073,-0.01787311202199829,-0.7435950159701066,0.0,-0.9007519990712481,0.920029989757339,0.5780022202042037,-1.1826703140286894,-0.004191941374486462,-0.3655655228110285,0.03510077061105449,-0.2785973497288815,0.0,-0.02760205100531257,0.005175504331044631
0.0,0.0,-0.00851712810882502,0.11244714166475996,-0.026244444272148306,0.8183752864381664,0.16810828723060778,-0.6459405801878981,-0.21084350916969433,0.3792436076973676,-0.05020197943280167,-0.6752228786379149,0.053362018244042235,-1.0249673960710883,0.0,-0.34568824642321816,0.1901354954811253,-0.03478162217238989,0.0,0.0,-0.2568319536741209,0.4072661481012725,0.0,-0.8580799411463982,-0.010861547896852319,0.0,0.0
-0.12236316607342819,0.0,-0.005796137705944005,-0.05021942971884027,2.383267645900314,0.0,-0.287865254146594,-0.7374299257845607,-0.12733969993420255,-0.29032755270846744,1.7548043777917623,-0.5960879031726704,0.09381856243632355,-0.022493563749465043,-1.379835136298734,-0.0056279734622206035,0.3118417077550019,-1.5167227952843874,-0.1351635956005731,-0.6820251885485762,0.3134528425768381,0.47659069646818625,-0.002861002885608169,-0.6959119388943661,-0.06395074778102101,0.0,-0.008872110303245029
0.0,0.04319544684406053,-0.007269479561272943,0.7638685216301935,-0.590786920689836,1.3207685681163162,-1.1793065933196802,-0.6292016094394931,0.0005316030556082028,0.32803492365363907,-1.376598335709674,0.0,-0.6692613323965025,0.38747483504267854,-0.4699534845062298,-0.3517092859918442,0.29641717684093355,-0.145883144307862,-0.8859854092824446,0.04996619574665129,-0.8202627832520704,0.012843055664641436,-0.5159082553331357,-0.038803405741629056,8.251403400318447e-05,-0.017233266021794705,-0.007362908979088508
0.0,0.0,-0.003932729499260808,-0.8078751111747451,-0.24210586025066863,-0.7377243204100316,0.5512934309541201,-0.8472490702741459,0.0,0.4560114784771199,-0.06959066345344331,-0.1204469523233645,-0.6265501058906078,-0.15466929111858807,0.7473653914183636,-0.42966990835555846,0.15289275115965145,-0.1167153262324793,-0.756777966211158,-0.3786605825017598,0.0,-0.7486226142498273,-0.07250650637725027,0.5578460442620051,-0.031487610082564635,0.0,-0.01503568574248438
